,from,to
25994,3226,4009
25995,3226,4640
25996,3226,5278
25997,3226,3303
25998,3226,4642
25999,3226,6195
26000,3226,4926
26001,3226,4016
26002,3226,7070
26003,3226,5352
26004,3226,4645
26005,3226,5838
26006,3226,4836
26007,3226,5376
26008,3226,6290
26009,3226,5266
26010,3226,5205
26011,3226,3606
26012,3226,5742
26013,3226,5151
26014,3226,4656
26015,3226,5215
26016,3226,4423
26017,3226,6235
26018,3226,3692
26019,3226,3338
26020,3226,3694
26021,3226,4661
26054,3226,5847
26055,3226,3227
26030,3226,4377
26057,3226,5396
26091,3226,3451
26092,3226,5268
26093,3226,4036
26094,3226,4463
26095,3226,4049
26096,3226,6380
26097,3226,4219
26098,3226,5919
26099,3226,5462
26100,3226,5067
26101,3226,6388
26102,3226,3330
26103,3226,4167
26090,3226,3811
26104,3226,4474
26106,3226,4774
26107,3226,3477
26108,3226,4190
26109,3226,5958
26110,3226,6300
26111,3226,3481
26112,3226,4487
26056,3226,5105
26114,3226,6410
26115,3226,4729
26116,3226,4491
26117,3226,4781
26118,3226,4590
26105,3226,357
26089,3226,4148
26113,3226,3837
26087,3226,4143
26088,3226,1021
26058,3226,4946
26059,3226,4416
26060,3226,714
26061,3226,3764
26062,3226,6902
26063,3226,4719
26064,3226,6786
26065,3226,3951
26066,3226,936
26067,3226,4427
26068,3226,5413
26070,3226,4419
26071,3226,3621
26069,3226,4730
26073,3226,4587
26086,3226,4745
26085,3226,4713
26084,3226,6824
26083,3226,4551
26072,3226,5210
26081,3226,5901
26080,3226,5425
26082,3226,3790
26078,3226,3873
26077,3226,5261
26076,3226,3429
26075,3226,5096
26074,3226,3420
26079,3226,5263
26250,3227,4714
26251,3227,5396
26252,3228,4051
26255,3229,5327
26253,3229,4987
26254,3229,3628
26258,3230,3756
26259,3230,3419
26256,3230,5109
26257,3230,4728
26260,3231,3543
26261,3231,3646
26262,3232,4205
26263,3232,3539
26264,3232,3325
26265,3233,3301
26266,3233,4514
26267,3233,4008
26268,3233,5281
26269,3234,3461
26270,3235,3770
26271,3236,5445
26272,3236,4416
26273,3236,3653
26274,3237,6678
26286,3238,4416
26285,3238,3485
26284,3238,3867
26283,3238,6686
26287,3238,7046
26282,3238,3857
26279,3238,4603
26280,3238,3771
26278,3238,3834
26277,3238,5148
26276,3238,3283
26275,3238,3628
26281,3238,5069
26288,3239,4858
26289,3239,4416
26292,3240,5199
26291,3240,4779
26290,3240,4092
26293,3241,5220
26294,3241,3457
26295,3242,3262
26305,3243,3946
26304,3243,4416
26303,3243,3473
26302,3243,4143
26301,3243,4483
26299,3243,6664
26298,3243,5033
26297,3243,4703
26296,3243,4998
26300,3243,4793
26312,3244,4357
26311,3244,3847
26309,3244,4060
26310,3244,4836
26307,3244,3940
26306,3244,5031
26308,3244,4538
26313,3245,5333
26314,3245,5430
26315,3245,3566
26318,3246,3985
26316,3246,3421
26317,3246,4199
26321,3247,4998
26322,3247,4416
26319,3247,3862
26320,3247,3628
26323,3248,5059
26333,3249,5349
26332,3249,4416
26330,3249,5254
26329,3249,3761
26331,3249,4415
26327,3249,4803
26326,3249,3977
26325,3249,5040
26324,3249,3937
26328,3249,3750
26334,3250,4642
26335,3250,4503
26336,3250,4680
26337,3250,3507
26338,3250,4796
26339,3251,5211
26340,3251,3518
26344,3252,3301
26343,3252,2949
26345,3252,5392
26341,3252,4663
26342,3252,3837
26346,3253,4754
26367,3254,4829
26365,3254,4988
26364,3254,5278
26363,3254,5168
26362,3254,6645
26361,3254,4008
26360,3254,4207
26359,3254,4888
26358,3254,4751
26357,3254,5377
26366,3254,4680
26355,3254,4184
26354,3254,5629
26353,3254,3791
26352,3254,3373
26351,3254,3515
26350,3254,5202
26349,3254,4678
26348,3254,4199
26347,3254,4724
26356,3254,4933
26368,3255,5273
26377,3256,6822
26376,3256,4049
26375,3256,6861
26374,3256,3072
26373,3256,3802
26371,3256,4553
26370,3256,6724
26369,3256,4301
26372,3256,3330
26378,3257,7109
26379,3257,3969
26380,3257,5278
26387,3258,4255
26381,3258,3628
26382,3258,5148
26383,3258,5069
26384,3258,4207
26385,3258,3857
26386,3258,5153
26388,3258,7088
26389,3259,4416
26390,3260,5148
26391,3260,3473
26392,3260,5069
26393,3261,4722
26394,3261,4889
26395,3261,3511
26396,3261,5083
26412,3262,4216
26413,3262,3872
26414,3262,5081
26415,3262,4614
26416,3262,4409
26419,3262,7036
26418,3262,5337
26410,3262,3958
26420,3262,5440
26421,3262,3566
26417,3262,4344
26409,3262,3750
26411,3262,931
26407,3262,5298
26408,3262,4716
26398,3262,3796
26399,3262,4638
26400,3262,4280
26401,3262,5445
26397,3262,4752
26403,3262,4989
26404,3262,3929
26405,3262,3738
26406,3262,3592
26402,3262,6923
26422,3263,3620
26423,3264,4371
26430,3265,4647
26429,3265,4670
26428,3265,6900
26425,3265,5233
26426,3265,3373
26424,3265,3862
26427,3265,4827
26436,3266,4238
26437,3266,3765
26435,3266,4820
26433,3266,3408
26432,3266,4002
26431,3266,5426
26434,3266,5024
26444,3267,4588
26438,3267,3423
26439,3267,4698
26440,3267,4703
26441,3267,3543
26442,3267,3425
26443,3267,5050
26445,3267,5429
26446,3267,5443
26451,3268,6678
26450,3268,4967
26448,3268,4737
26447,3268,4299
26452,3268,5202
26449,3268,6696
26453,3269,5103
26454,3270,4761
26465,3271,3699
26470,3271,5375
26469,3271,4778
26468,3271,3857
26467,3271,3531
26466,3271,4321
26471,3271,4484
26464,3271,4537
26455,3271,3862
26462,3271,5136
26461,3271,5083
26460,3271,3830
26459,3271,3803
26458,3271,5069
26457,3271,3646
26456,3271,4998
26463,3271,3473
26472,3272,3926
26473,3273,4416
26475,3274,3563
26474,3274,4740
26476,3274,5349
26488,3275,5191
26489,3275,4647
26491,3275,4049
26492,3275,5476
26494,3275,4321
26495,3275,5443
26487,3275,3368
26493,3275,4670
26486,3275,4735
26490,3275,4518
26484,3275,4754
26477,3275,3880
26478,3275,3340
26479,3275,4673
26480,3275,3352
26485,3275,3862
26481,3275,3761
26482,3275,4827
26483,3275,3460
26496,3276,4464
26497,3277,4002
26498,3277,4199
26499,3277,3840
26500,3277,4887
26501,3277,4818
26502,3277,4255
26503,3277,4416
26504,3277,3518
26506,3278,4356
26507,3278,3734
26505,3278,4754
26508,3279,5308
26509,3279,3547
26510,3279,3903
26511,3279,3971
26512,3279,3628
26513,3280,4240
26514,3280,4467
26515,3280,3448
26516,3280,4211
26517,3281,6996
26525,3282,4165
26527,3282,5045
26526,3282,5832
26523,3282,4340
26524,3282,6821
26521,3282,3653
26522,3282,4433
26520,3282,4998
26519,3282,4293
26518,3282,3530
26528,3283,3771
26529,3283,5100
26530,3283,4008
26531,3284,6184
26538,3285,5202
26537,3285,3858
26536,3285,4515
26539,3285,4334
26534,3285,4375
26533,3285,5146
26532,3285,5364
26535,3285,7114
26540,3286,3348
26541,3286,5753
26542,3287,6997
26543,3287,3531
26544,3288,5265
26545,3289,3327
26546,3290,4247
26547,3291,6910
26548,3291,3810
26564,3292,5010
26563,3292,4084
26562,3292,4345
26560,3292,5305
26559,3292,4483
26558,3292,4773
26557,3292,4319
26561,3292,3382
26555,3292,4416
26554,3292,4991
26553,3292,4786
26552,3292,3842
26556,3292,6947
26551,3292,4648
26550,3292,5349
26549,3292,4998
26565,3293,6371
26566,3294,3708
26567,3295,3862
26568,3295,3561
26569,3295,4150
26570,3295,4004
26577,3296,3872
26576,3296,4416
26575,3296,5280
26573,3296,4199
26572,3296,4702
26571,3296,3404
26574,3296,5032
26578,3297,5100
26579,3297,4126
26580,3297,5250
26581,3297,3458
26582,3297,5307
26583,3297,4829
26584,3297,4416
26591,3298,3413
26594,3298,5386
26595,3298,6757
26592,3298,5357
26590,3298,6188
26593,3298,5385
26588,3298,2667
26587,3298,3632
26586,3298,6354
26585,3298,4905
26589,3298,5026
26598,3299,5181
26599,3299,4282
26596,3299,4998
26597,3299,3954
26618,3300,5115
26617,3300,5033
26616,3300,3810
26615,3300,6216
26614,3300,5303
26613,3300,6344
26612,3300,4399
26611,3300,4985
26609,3300,4696
26610,3300,6366
26607,3300,4167
26606,3300,3450
26605,3300,5163
26604,3300,3793
26603,3300,3391
26602,3300,4388
26601,3300,4965
26600,3300,3862
26608,3300,1257
26622,3301,5254
26621,3301,5136
26620,3301,5226
26619,3301,3837
26623,3302,3674
26624,3303,3862
26625,3303,4743
26626,3303,4148
26627,3303,4416
26628,3303,4099
26629,3304,3516
26630,3304,5069
26631,3305,5328
26632,3306,3981
26633,3306,4138
26634,3306,4027
26635,3306,3391
26636,3306,3741
26637,3306,3558
26638,3306,7110
26639,3306,4416
26640,3306,4475
26653,3307,5313
26654,3307,4715
26655,3307,4934
26656,3307,5060
26660,3307,4914
26658,3307,4049
26659,3307,7036
26652,3307,4388
26657,3307,3407
26651,3307,5379
26648,3307,3877
26649,3307,4458
26647,3307,3933
26646,3307,4550
26645,3307,3690
26644,3307,5051
26643,3307,5364
26642,3307,4835
26641,3307,6598
26650,3307,4249
26661,3308,6858
26662,3308,4220
26663,3308,5043
26664,3309,2137
26665,3309,3628
26666,3310,4663
26667,3311,3970
26668,3311,5132
26669,3312,4416
26670,3313,5396
26671,3313,4841
26685,3314,2606
26683,3314,5425
26682,3314,4866
26681,3314,5373
26680,3314,4548
26679,3314,3890
26684,3314,4752
26677,3314,4224
26676,3314,3862
26675,3314,4889
26674,3314,5196
26673,3314,4594
26678,3314,3501
26672,3314,3575
26686,3315,6821
26687,3315,4585
26688,3315,4655
26689,3315,4046
26690,3316,6731
26691,3317,4692
26692,3317,5305
26693,3317,5349
26694,3318,4321
26695,3319,4255
26696,3320,4800
26697,3321,4836
26698,3321,3473
26699,3321,6897
26703,3322,5381
26702,3322,4685
26701,3322,4267
26700,3322,5373
26704,3323,4870
26705,3324,4718
26724,3325,4238
26725,3325,3826
26726,3325,5172
26727,3325,5329
26728,3325,4796
26729,3325,6941
26730,3325,4478
26731,3325,3970
26732,3325,4678
26733,3325,4827
26734,3325,3404
26735,3325,5242
26737,3325,5191
26738,3325,5045
26723,3325,6917
26722,3325,6858
26736,3325,6753
26720,3325,4746
26706,3325,3704
26707,3325,4938
26708,3325,4744
26710,3325,3491
26711,3325,4758
26712,3325,5312
26709,3325,5147
26714,3325,4457
26715,3325,3500
26716,3325,3853
26717,3325,3505
26718,3325,4192
26719,3325,4981
26713,3325,4321
26721,3325,6733
26739,3326,4955
26740,3326,4597
26741,3326,6627
26747,3327,7072
26751,3327,5062
26750,3327,3551
26749,3327,3699
26748,3327,6722
26746,3327,5405
26744,3327,5164
26743,3327,5048
26742,3327,5824
26745,3327,3972
26752,3328,4499
26753,3328,5395
26754,3329,4998
26755,3329,4016
26758,3330,4700
26759,3330,4416
26756,3330,4429
26757,3330,5113
26760,3331,6208
26761,3331,5588
26762,3331,3461
26763,3331,3975
26764,3332,6340
26765,3332,4720
26766,3333,3646
26772,3334,4898
26774,3334,3386
26773,3334,5425
26771,3334,4692
26767,3334,3862
26769,3334,4083
26770,3334,3643
26768,3334,1417
26775,3335,6986
26776,3335,4640
26777,3335,4998
26778,3335,4606
26779,3335,5109
26780,3335,5277
26781,3335,4167
26782,3335,4416
26783,3335,3373
26784,3336,3531
26785,3337,3681
26786,3338,4640
26791,3339,5083
26790,3339,4740
26788,3339,6861
26787,3339,4590
26789,3339,4416
26792,3340,6715
26793,3341,3473
26794,3342,632
26795,3343,4092
26796,3343,4680
26797,3343,5373
26798,3343,7012
26799,3343,7094
26800,3343,4476
26801,3344,3818
26807,3345,6095
26805,3345,5740
26808,3345,4388
26803,3345,4965
26804,3345,5242
26806,3345,4752
26802,3345,3697
26809,3346,6167
26810,3346,5115
26811,3346,5349
26812,3347,4994
26813,3347,3867
26822,3348,4740
26821,3348,4416
26820,3348,4027
26819,3348,4339
26816,3348,4586
26817,3348,3372
26815,3348,4939
26814,3348,4603
26818,3348,4714
26826,3349,5137
26825,3349,4416
26823,3349,4603
26824,3349,4586
26827,3350,4548
26828,3351,4416
26829,3352,3862
26830,3352,4781
26831,3352,5222
26832,3352,4321
26833,3352,3697
26834,3352,4647
26835,3352,4518
26836,3353,5325
26837,3353,6354
26847,3354,5265
26846,3354,4988
26839,3354,4928
26845,3354,4387
26848,3354,5246
26844,3354,4470
26838,3354,6756
26842,3354,3971
26840,3354,3842
26843,3354,4240
26841,3354,4138
26849,3355,3706
26850,3356,5306
26851,3356,5392
26852,3356,5203
26853,3357,3949
26861,3358,6756
26866,3358,5265
26865,3358,4988
26864,3358,4912
26863,3358,6851
26862,3358,4928
26860,3358,5123
26859,3358,4416
26858,3358,4247
26857,3358,4926
26856,3358,3379
26855,3358,4374
26854,3358,3688
26867,3359,3373
26868,3359,4953
26869,3359,5148
26870,3360,3982
26879,3361,5426
26878,3361,3826
26877,3361,4470
26876,3361,3850
26880,3361,5100
26875,3361,5181
26873,3361,4787
26872,3361,3410
26871,3361,3977
26874,3361,3857
26881,3362,4965
26882,3362,4950
26883,3362,6947
26884,3362,5415
26885,3362,5944
26886,3362,5547
26887,3362,4786
26888,3362,4150
26889,3362,4685
26894,3363,5349
26893,3363,4416
26891,3363,5123
26890,3363,4603
26892,3363,4406
26895,3364,3436
26896,3364,4079
26897,3364,4434
26898,3364,3504
26899,3364,6689
26900,3364,4769
26901,3364,3514
26902,3364,3570
26907,3365,6628
26908,3365,3566
26909,3365,3636
26906,3365,5827
26904,3365,6649
26903,3365,5561
26905,3365,6714
26910,3366,3818
26916,3367,7107
26914,3367,4620
26915,3367,5586
26912,3367,7122
26911,3367,1884
26913,3367,2229
26942,3368,3582
26936,3368,6052
26938,3368,4888
26939,3368,5082
26940,3368,5158
26941,3368,5097
26943,3368,4524
26948,3368,4484
26945,3368,4970
26946,3368,5125
26947,3368,3658
26935,3368,3899
26949,3368,4758
26950,3368,4813
26951,3368,5198
26944,3368,3569
26934,3368,6884
26937,3368,5135
26932,3368,6681
26933,3368,5084
26918,3368,4409
26919,3368,5360
26920,3368,5184
26921,3368,7065
26922,3368,3948
26923,3368,5303
26924,3368,3475
26917,3368,5019
26926,3368,4680
26927,3368,4722
26928,3368,4028
26929,3368,4754
26930,3368,3862
26931,3368,4623
26925,3368,5503
26952,3369,4428
26953,3370,4812
26959,3371,5164
26958,3371,4184
26957,3371,4981
26956,3371,4503
26954,3371,3825
26955,3371,3928
26960,3372,5305
26961,3373,4829
26962,3374,4998
26970,3375,4859
26975,3375,4234
26973,3375,3634
26972,3375,4091
26971,3375,3448
26969,3375,4932
26974,3375,5395
26967,3375,4612
26966,3375,3490
26965,3375,4013
26964,3375,2822
26963,3375,3599
26968,3375,4870
26976,3376,4051
26977,3376,6821
26978,3376,6910
26979,3377,3473
26980,3378,5402
26981,3378,6992
26990,3379,4416
26989,3379,5265
26988,3379,3857
26987,3379,4413
26984,3379,4224
26985,3379,5185
26983,3379,3842
26982,3379,4768
26986,3379,4298
26991,3380,4114
27000,3381,3925
27006,3381,6968
27004,3381,5242
27003,3381,3962
27002,3381,4680
27001,3381,5384
26999,3381,4184
27005,3381,1502
26997,3381,4796
26992,3381,5146
26993,3381,5390
26998,3381,4933
26995,3381,4334
26996,3381,3669
26994,3381,3928
27011,3382,7007
27009,3382,3483
27012,3382,4083
27007,3382,4976
27008,3382,7012
27010,3382,4786
27013,3383,3867
27014,3383,4940
27015,3384,3780
27016,3384,3945
27017,3384,6223
27018,3384,2018
27019,3385,4685
27022,3386,3430
27020,3386,1417
27021,3386,4727
27023,3387,3844
27024,3388,4275
27025,3389,3397
27026,3389,5349
27027,3390,3628
27028,3390,4220
27044,3391,5033
27045,3391,4308
27046,3391,3518
27047,3391,3519
27048,3391,4922
27049,3391,4647
27053,3391,6057
27051,3391,4487
27052,3391,4123
27054,3391,6814
27055,3391,4563
27050,3391,5426
27042,3391,4623
27043,3391,5273
27041,3391,5144
27040,3391,3201
27039,3391,4154
27038,3391,3404
27037,3391,3888
27036,3391,4550
27035,3391,6664
27034,3391,4644
27033,3391,4379
27032,3391,4673
27031,3391,5051
27030,3391,6702
27029,3391,5211
27056,3392,4356
27057,3393,5144
27058,3393,5372
27059,3394,5013
27060,3395,5123
27061,3395,6352
27062,3395,5246
27063,3395,5415
27064,3395,4722
27065,3395,3683
27066,3395,3890
27067,3395,5192
27075,3396,4837
27074,3396,4416
27073,3396,5443
27072,3396,4998
27070,3396,7043
27069,3396,4735
27068,3396,3628
27071,3396,5190
27076,3397,3473
27077,3397,4652
27078,3397,6768
27079,3397,3646
27080,3398,5407
27081,3398,4428
27082,3398,5436
27084,3399,4448
27083,3399,3800
27091,3400,3458
27090,3400,5220
27089,3400,4758
27087,3400,4247
27086,3400,4992
27085,3400,3409
27088,3400,4416
27092,3401,3597
27093,3401,1624
27094,3401,5430
27095,3402,3660
27106,3403,7078
27107,3403,5239
27105,3403,4575
27109,3403,5221
27111,3403,5003
27108,3403,5103
27104,3403,4796
27110,3403,6564
27102,3403,3756
27101,3403,5316
27100,3403,4466
27099,3403,3575
27098,3403,4447
27097,3403,4428
27103,3403,5106
27096,3403,5256
27123,3404,4827
27124,3404,5242
27125,3404,5341
27129,3404,5264
27127,3404,5415
27128,3404,5191
27122,3404,5170
27126,3404,3491
27121,3404,4647
27119,3404,6821
27118,3404,5115
27117,3404,5032
27116,3404,5147
27115,3404,3826
27114,3404,5257
27113,3404,4735
27112,3404,4326
27120,3404,5329
27130,3405,5109
27131,3406,4740
27132,3406,5203
27138,3407,4982
27139,3407,3507
27137,3407,5228
27140,3407,4371
27135,3407,6664
27134,3407,5022
27133,3407,3889
27136,3407,6064
27141,3408,5266
27142,3408,4771
27151,3409,3519
27150,3409,4926
27149,3409,4455
27148,3409,5351
27145,3409,4698
27146,3409,3426
27144,3409,4550
27143,3409,4293
27147,3409,4645
27159,3410,5226
27158,3410,4483
27156,3410,3970
27157,3410,3632
27154,3410,4472
27153,3410,4994
27152,3410,3862
27155,3410,4822
27160,3411,5355
27175,3412,3436
27174,3412,4561
27173,3412,678
27172,3412,4579
27171,3412,6294
27170,3412,3723
27169,3412,4793
27166,3412,5101
27167,3412,4789
27165,3412,6631
27164,3412,3975
27163,3412,4612
27162,3412,4279
27161,3412,6382
27168,3412,4254
27176,3412,4685
27179,3413,3902
27178,3413,4869
27177,3413,6188
27180,3414,3473
27181,3414,4002
27182,3414,4967
27183,3415,4658
27184,3416,4960
27200,3417,4049
27199,3417,3507
27198,3417,6597
27197,3417,5353
27196,3417,5150
27195,3417,5139
27194,3417,6461
27193,3417,6519
27191,3417,5168
27190,3417,3690
27189,3417,6631
27188,3417,4627
27187,3417,4160
27186,3417,4176
27185,3417,4225
27192,3417,4379
27201,3418,5092
27206,3419,4454
27209,3419,5239
27205,3419,3756
27208,3419,4796
27203,3419,7065
27204,3419,3576
27202,3419,4360
27207,3419,5036
27210,3420,2047
27211,3420,4150
27212,3420,4626
27213,3420,4238
27214,3420,4027
27215,3420,3858
27216,3420,4487
27217,3420,4416
27218,3420,5349
27221,3421,5165
27220,3421,3982
27219,3421,5008
27222,3422,3518
27223,3423,3793
27224,3423,4631
27225,3424,5144
27226,3424,3584
27227,3424,4820
27228,3424,3668
27229,3424,3848
27230,3424,3830
27231,3424,4199
27232,3424,3972
27233,3424,4283
27234,3424,4084
27242,3425,5279
27244,3425,7046
27241,3425,3848
27240,3425,5260
27243,3425,4416
27238,3425,5137
27237,3425,4236
27236,3425,4740
27235,3425,5179
27239,3425,4027
27245,3426,3897
27246,3426,4550
27247,3426,4645
27260,3427,4622
27259,3427,5443
27258,3427,5084
27256,3427,7031
27255,3427,3477
27254,3427,6366
27257,3427,4028
27252,3427,5668
27251,3427,4416
27250,3427,7015
27249,3427,5083
27248,3427,5144
27253,3427,3742
27261,3428,5069
27262,3428,5242
27265,3429,4379
27264,3429,4351
27263,3429,7030
27266,3430,4481
27267,3430,4307
27268,3430,4192
27269,3430,4727
27270,3431,3514
27271,3432,3771
27272,3433,4990
27277,3434,6856
27276,3434,4344
27273,3434,6645
27274,3434,6826
27275,3434,4250
27278,3435,4722
27279,3435,3954
27280,3436,3818
27281,3436,4579
27282,3436,4561
27283,3436,5406
27284,3436,4685
27285,3436,4234
27286,3437,4416
27287,3438,5008
27288,3439,3473
27289,3439,5058
27290,3439,3818
27293,3440,4862
27291,3440,4602
27292,3440,5114
27294,3441,5162
27295,3441,3970
27296,3441,5069
27297,3441,7088
27298,3441,5242
27299,3441,4998
27300,3441,5293
27301,3442,4714
27302,3443,3636
27303,3444,5153
27304,3444,5809
27306,3445,5199
27305,3445,5273
27307,3446,4823
27309,3447,4886
27308,3447,5405
27310,3447,3761
27318,3448,4670
27317,3448,5150
27319,3448,4388
27315,3448,5082
27316,3448,4114
27313,3448,4735
27312,3448,5559
27311,3448,3572
27314,3448,4167
27320,3449,5418
27321,3450,5164
27325,3451,5445
27322,3451,4027
27323,3451,5325
27324,3451,4478
27333,3452,5412
27332,3452,6688
27331,3452,4722
27330,3452,3961
27334,3452,4955
27328,3452,5233
27327,3452,5273
27326,3452,5257
27329,3452,3689
27337,3453,6028
27338,3453,5083
27335,3453,5075
27336,3453,6696
27339,3454,6408
27340,3454,5396
27341,3454,4243
27342,3455,6356
27343,3456,4821
27344,3456,4456
27347,3457,3935
27345,3457,1791
27346,3457,4799
27365,3458,4238
27369,3458,5346
27366,3458,4992
27367,3458,4242
27368,3458,5167
27370,3458,4737
27361,3458,4829
27372,3458,5213
27373,3458,5349
27374,3458,5195
27375,3458,4099
27364,3458,3899
27371,3458,4594
27363,3458,4987
27351,3458,5551
27349,3458,4185
27362,3458,4686
27350,3458,4176
27352,3458,4457
27348,3458,5145
27354,3458,4576
27353,3458,206
27356,3458,6322
27357,3458,4967
27358,3458,5210
27359,3458,6908
27360,3458,936
27355,3458,4722
27376,3459,5519
27377,3459,5645
27391,3460,4647
27392,3460,4518
27394,3460,4950
27399,3460,5392
27396,3460,4445
27397,3460,4663
27398,3460,5385
27390,3460,5203
27395,3460,4670
27389,3460,4657
27393,3460,4001
27387,3460,4238
27378,3460,4648
27388,3460,4281
27380,3460,6607
27381,3460,3674
27379,3460,3755
27383,3460,4827
27384,3460,3862
27385,3460,4514
27386,3460,4940
27382,3460,3890
27409,3461,6275
27414,3461,3878
27413,3461,3684
27412,3461,4215
27411,3461,4385
27410,3461,4373
27408,3461,3503
27406,3461,4588
27405,3461,5437
27404,3461,3647
27403,3461,3556
27402,3461,5113
27401,3461,4685
27400,3461,4965
27407,3461,4104
27415,3462,4416
27416,3462,4668
27417,3463,5024
27418,3463,3868
27419,3464,3473
27420,3465,4520
27422,3466,3321
27421,3466,4308
27429,3467,4174
27433,3467,5533
27431,3467,4724
27430,3467,5001
27428,3467,4273
27432,3467,4526
27426,3467,4399
27425,3467,6727
27424,3467,3744
27423,3467,4640
27427,3467,4238
27442,3468,1051
27441,3468,4829
27440,3468,5115
27438,3468,3994
27439,3468,5000
27436,3468,5226
27435,3468,7064
27434,3468,5289
27437,3468,3755
27443,3469,5972
27444,3470,4590
27445,3471,5952
27446,3472,4498
27513,3473,4769
27514,3473,4874
27515,3473,6814
27516,3473,3615
27520,3473,5633
27518,3473,4870
27519,3473,1913
27521,3473,4780
27512,3473,4908
27517,3473,5646
27511,3473,4146
27500,3473,4301
27509,3473,6800
27508,3473,4169
27507,3473,6798
27506,3473,3633
27522,3473,5177
27505,3473,1242
27504,3473,931
27503,3473,3943
27502,3473,4579
27501,3473,3504
27510,3473,6644
27523,3473,4605
27452,3473,3495
27525,3473,5180
27499,3473,5384
27547,3473,6889
27546,3473,4635
27545,3473,4615
27544,3473,4279
27543,3473,6881
27542,3473,6880
27541,3473,3715
27540,3473,4002
27539,3473,7110
27538,3473,6506
27537,3473,6765
27536,3473,3640
27535,3473,2874
27534,3473,6548
27533,3473,5241
27532,3473,4896
27531,3473,3983
27530,3473,4585
27529,3473,4458
27528,3473,4297
27527,3473,5658
27526,3473,3620
27524,3473,6216
27498,3473,4263
27451,3473,3493
27496,3473,6304
27469,3473,4811
27468,3473,3697
27467,3473,6463
27466,3473,4042
27465,3473,5632
27464,3473,5654
27463,3473,1511
27462,3473,4944
27461,3473,5933
27460,3473,6446
27459,3473,4911
27458,3473,4725
27457,3473,4793
27456,3473,4394
27455,3473,4024
27453,3473,4018
27497,3473,3906
27450,3473,4640
27449,3473,4180
27448,3473,3487
27447,3473,5078
27470,3473,4888
27471,3473,5113
27454,3473,5243
27473,3473,5230
27495,3473,6535
27494,3473,3921
27493,3473,7004
27492,3473,5002
27491,3473,4845
27490,3473,4505
27472,3473,6327
27489,3473,4082
27488,3473,4838
27487,3473,4554
27485,3473,4086
27486,3473,6516
27483,3473,6689
27482,3473,4604
27481,3473,7097
27480,3473,4357
27479,3473,4077
27478,3473,3723
27477,3473,4907
27476,3473,734
27475,3473,6036
27474,3473,3719
27484,3473,4947
27552,3474,3954
27553,3474,5333
27551,3474,7065
27554,3474,4193
27549,3474,3561
27548,3474,4571
27550,3474,6696
27555,3475,3862
27556,3475,4162
27557,3475,4735
27558,3475,4207
27559,3475,3953
27560,3476,5148
27561,3477,4994
27562,3477,4105
27563,3477,4199
27564,3477,4255
27571,3478,4416
27570,3478,5443
27569,3478,5442
27568,3478,4836
27566,3478,3842
27565,3478,4708
27567,3478,5982
27572,3479,5053
27573,3480,4928
27574,3480,3842
27575,3480,4416
27576,3481,4740
27577,3482,4641
27578,3482,4150
27579,3482,3799
27580,3482,4998
27581,3482,5252
27582,3482,5049
27583,3483,5412
27584,3483,4751
27586,3484,3631
27585,3484,3743
27587,3484,6645
27591,3485,3840
27590,3485,7046
27592,3485,1670
27588,3485,3834
27589,3485,3650
27594,3486,4116
27595,3486,4429
27593,3486,4914
27596,3487,4729
27597,3487,4557
27598,3487,4700
27621,3488,5430
27620,3488,3701
27619,3488,5242
27618,3488,3962
27617,3488,4767
27616,3488,3954
27615,3488,3582
27614,3488,6696
27613,3488,5443
27612,3488,5206
27611,3488,4311
27609,3488,3899
27622,3488,3569
27608,3488,4827
27607,3488,4795
27606,3488,3819
27605,3488,4860
27604,3488,6609
27603,3488,3937
27602,3488,4334
27601,3488,4393
27600,3488,5146
27599,3488,5409
27610,3488,5119
27625,3489,4541
27624,3489,5139
27623,3489,5165
27626,3490,5115
27627,3490,3946
27642,3491,3920
27641,3491,5443
27640,3491,6322
27638,3491,4231
27637,3491,6980
27636,3491,4670
27635,3491,3561
27639,3491,5242
27633,3491,3997
27632,3491,5329
27631,3491,5084
27634,3491,4806
27630,3491,5415
27629,3491,4827
27628,3491,4781
27644,3492,4379
27645,3492,4150
27643,3492,5162
27646,3493,3729
27647,3493,4417
27648,3493,4079
27649,3493,4401
27650,3493,5127
27651,3493,4685
27652,3494,5421
27657,3495,3818
27656,3495,5041
27658,3495,4685
27654,3495,3514
27653,3495,3504
27655,3495,4027
27659,3496,4519
27660,3497,3681
27661,3497,4107
27662,3497,4870
27663,3497,5087
27664,3497,5366
27665,3497,3535
27666,3498,5442
27668,3499,4471
27667,3499,4692
27683,3500,4199
27694,3500,5277
27693,3500,3697
27692,3500,3972
27691,3500,7051
27690,3500,4439
27689,3500,4484
27695,3500,4998
27687,3500,4314
27686,3500,5034
27685,3500,5296
27684,3500,5345
27682,3500,4976
27688,3500,5226
27680,3500,4120
27679,3500,4530
27678,3500,3779
27677,3500,4029
27676,3500,6198
27675,3500,4677
27674,3500,3765
27673,3500,1257
27672,3500,4752
27671,3500,5163
27670,3500,4207
27669,3500,3704
27681,3500,5460
27701,3501,4416
27700,3501,7112
27699,3501,4606
27702,3501,5426
27697,3501,3572
27696,3501,5651
27698,3501,4708
27703,3502,3761
27711,3503,4937
27709,3503,5127
27708,3503,4828
27710,3503,5422
27706,3503,5415
27705,3503,5170
27704,3503,5424
27707,3503,4416
